,0,1,2,3,4
25161,HUMAN,expensive,inform,area,south
25162,HUMAN,<SILENCE>,silence,,
25163,BOT,"frankie_and_bennys is a nice place in the south of town and the prices are expensive
",inform,area,south
25164,HUMAN,what is the address and phone number,request,slot,phone
25165,BOT,"The phone number of frankie_and_bennys is frankie_and_bennys_phone
",inform,phone,01223 412430
25166,HUMAN,address,ack,,
25167,BOT,"Sure , frankie_and_bennys is on frankie_and_bennys_address
",inform,phone,01223 412430
25168,HUMAN,thank you good bye,bye,,
25169,BOT," you are welcome
",bye,,
25170,HUMAN,<SILENCE>,silence,,
25171,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25172,HUMAN,<SILENCE>,silence,,
25173,BOT,"What part of town do you have in mind ?
",request,slot,area
25174,HUMAN,belgium,inform,food,belgian
25175,BOT,"What kind of food would you like ?
",request,slot,food
25176,HUMAN,belgium,inform,food,belgian
25177,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
25178,HUMAN,dont care,inform,this,dontcare
25179,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
25180,HUMAN,dont care,inform,this,dontcare
25181,BOT,"Can I help you with anything else ?
",reqmore,,
25182,HUMAN,belgium food,inform,food,belgian
25183,BOT,"I'm sorry but there is no restaurant serving belgian food
",canthelp,food,belgian
25184,HUMAN,korean food,inform,food,korean
25185,HUMAN,<SILENCE>,silence,,
25186,BOT,"little_seoul serves korean food
",inform,food,korean
25187,HUMAN,address,ack,,
25188,BOT,"little_seoul is a great restaurant
",offer,name,little seoul
25189,HUMAN,what is the address,request,slot,addr
25190,BOT,"Sure , little_seoul is on little_seoul_address
",inform,phone,01223 308681
25191,HUMAN,price range,repeat,,
25192,BOT,"little_seoul is in the expensive price range
",inform,pricerange,expensive
25193,HUMAN,thank you good bye,bye,,
25194,BOT," you are welcome
",bye,,
25195,HUMAN,<SILENCE>,silence,,
25196,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25197,HUMAN,restaurant in the south part of town,inform,area,south
25198,BOT,"What kind of food would you like ?
",request,slot,food
25199,HUMAN,portuguese,inform,food,portuguese
25200,HUMAN,<SILENCE>,silence,,
25201,BOT,"nandos_city_centre is a nice place in the centre of town serving tasty portuguese food
",inform,area,centre
25202,HUMAN,what is the address,request,slot,addr
25203,BOT,"Sure , nandos_city_centre is on nandos_city_centre_address
",inform,addr,33-34 saint andrews street
25204,HUMAN,thank you good bye,bye,,
25205,BOT," you are welcome
",bye,,
25206,HUMAN,<SILENCE>,silence,,
25207,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25208,HUMAN,cheap restaurant serving scandinavian food,inform,pricerange,cheap
25209,BOT,"I'm sorry but there is no restaurant serving scandinavian food
",canthelp,food,scandinavian
25210,HUMAN,cheap restaurant serving asian_oriental,inform,food,asian oriental
25211,BOT,"You are looking for a asian_oriental restaurant right ?
",expl-conf,food,asian oriental
25212,HUMAN,yes,request,slot,addr
25213,HUMAN,<SILENCE>,silence,,
25214,BOT,"dojo_noodle_bar serves asian_oriental food in the cheap price range
",inform,pricerange,cheap
25215,HUMAN,what is the phone number,request,slot,phone
25216,BOT,"The phone number of dojo_noodle_bar is dojo_noodle_bar_phone
",inform,phone,01223 363471
25217,HUMAN,what is the address,request,slot,addr
25218,BOT,"Sure , dojo_noodle_bar is on dojo_noodle_bar_address
",inform,phone,01223 363471
25219,HUMAN,thank you good bye,bye,,
25220,BOT," you are welcome
",bye,,
25221,HUMAN,<SILENCE>,silence,,
25222,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25223,HUMAN,restaurant in the west part of town serving moroccan food,inform,area,west
25224,BOT,"What kind of food would you like ?
",request,slot,food
25225,HUMAN,moroccan,inform,food,moroccan
25226,HUMAN,<SILENCE>,silence,,
25227,BOT,"travellers_rest is a nice place in the west of town
",inform,area,west
25228,HUMAN,what type of food,request,slot,food
25229,BOT,"travellers_rest serves british food
",inform,food,british
25230,HUMAN,how about moroccan food,affirm,,
25231,BOT,"sala_thong is a nice place in the west of town
",inform,area,west
25232,HUMAN,how about moroccan food,affirm,,
25233,BOT,"la_margherita is a nice place in the west of town
",inform,area,west
25234,HUMAN,how about moroccan food,affirm,,
25235,BOT,"maharajah_tandoori_restaurant is a nice place in the west of town
",inform,area,west
25236,HUMAN,moroccan food,inform,food,moroccan
25237,BOT,"I'm sorry but there is no restaurant serving moroccan food
",canthelp,food,moroccan
25238,HUMAN,how about indian food,reqalts,,
25239,BOT,"travellers_rest is a nice place in the west of town
",inform,area,west
25240,HUMAN,how about indian food,reqalts,,
25241,BOT,"maharajah_tandoori_restaurant is a nice place in the west of town serving tasty indian food
",inform,area,west
25242,HUMAN,what is the address and phone number,request,slot,phone
25243,BOT,"The phone number of maharajah_tandoori_restaurant is maharajah_tandoori_restaurant_phone
",inform,phone,01223 358399
25244,HUMAN,thank you good bye,bye,,
25245,BOT," you are welcome
",bye,,
25246,HUMAN,<SILENCE>,silence,,
25247,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25248,HUMAN,how about indian,inform,food,indian
25249,BOT,"I'm sorry but there is no restaurant serving welsh food
",canthelp,food,welsh
25250,HUMAN,how about indian food,reqalts,,
25251,HUMAN,<SILENCE>,silence,,
25252,BOT,"maharajah_tandoori_restaurant is a nice place in the west of town serving tasty indian food
",inform,area,west
25253,HUMAN,whats the address,request,slot,addr
25254,BOT,"Sure , maharajah_tandoori_restaurant is on maharajah_tandoori_restaurant_address
",inform,phone,01223 358399
25255,HUMAN,whats the phone number,request,slot,phone
25256,BOT,"The phone number of maharajah_tandoori_restaurant is maharajah_tandoori_restaurant_phone
",inform,phone,01223 358399
25257,HUMAN,thank you good bye,bye,,
25258,BOT," you are welcome
",bye,,
25259,HUMAN,<SILENCE>,silence,,
25260,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25261,HUMAN,im looking for a moderately priced restaurant that serves canapes,inform,pricerange,moderate
25262,HUMAN,<SILENCE>,silence,,
25263,BOT,"yippee_noodle_bar is in the moderate price range
",inform,pricerange,moderate
25264,HUMAN,does it serve canapes,affirm,,
25265,BOT,"yippee_noodle_bar is a great restaurant
",offer,name,yippee noodle bar
25266,HUMAN,what kind of food does it serve,inform,area,north
25267,BOT,"yippee_noodle_bar serves asian_oriental food
",inform,food,asian oriental
25268,HUMAN,how about a turkish restaurant,confirm,food,turkish
25269,BOT,"anatolia serves turkish food in the moderate price range
",inform,pricerange,moderate
25270,HUMAN,whats the address,request,slot,addr
25271,BOT,"Sure , anatolia is on anatolia_address
",inform,addr,36 saint andrews street
25272,HUMAN,thank you good bye,bye,,
25273,BOT," you are welcome
",bye,,
25274,HUMAN,<SILENCE>,silence,,
25275,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25276,HUMAN,im looking for a moderately priced restaurant in the west part of town,inform,pricerange,moderate
25277,BOT,"What kind of food would you like ?
",request,slot,food
25278,HUMAN,i dont care,inform,this,dontcare
25279,HUMAN,<SILENCE>,silence,,
25280,BOT,"saint_johns_chop_house is a nice place in the west of town and the prices are moderate
",inform,area,west
25281,HUMAN,whats the address,request,slot,addr
25282,BOT,"Sure , saint_johns_chop_house is on saint_johns_chop_house_address
",inform,phone,01223 353110
25283,HUMAN,thank you goodbye,bye,,
25284,BOT," you are welcome
",bye,,
25285,HUMAN,<SILENCE>,silence,,
25286,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25287,HUMAN,mexican food,inform,food,mexican
25288,HUMAN,<SILENCE>,silence,,
25289,BOT,"chiquito_restaurant_bar serves mexican food
",inform,food,mexican
25290,HUMAN,and the address,inform,area,east
25291,BOT,"Sure , chiquito_restaurant_bar is on chiquito_restaurant_bar_address
",inform,phone,01223 400170
25292,HUMAN,thank you good bye,bye,,
25293,BOT," you are welcome
",bye,,
25294,HUMAN,<SILENCE>,silence,,
25295,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25296,HUMAN,hi im looking for a restaurant in the,affirm,,
25297,BOT,"What part of town do you have in mind ?
",request,slot,area
25298,HUMAN,north,inform,area,north
25299,BOT,"What kind of food would you like ?
",request,slot,food
25300,HUMAN,christmas food,inform,food,christmas
25301,BOT,"I'm sorry but there is no restaurant serving christmas food
",canthelp,food,christmas
25302,HUMAN,how about asian_oriental type of food,affirm,,
25303,HUMAN,<SILENCE>,silence,,
25304,BOT,"da_vinci_pizzeria is a nice place in the north of town
",inform,area,north
25305,HUMAN,is there a restaurant,inform,area,north
25306,BOT,"da_vinci_pizzeria is a great restaurant
",offer,name,da vinci pizzeria
25307,HUMAN,in the north part of town,inform,area,north
25308,BOT,"Sorry would you like asian_oriental or christmas food ?
",select,food,christmas
25309,HUMAN,asian_oriental,inform,food,asian oriental
25310,BOT,"saigon_city is a nice place in the north of town serving tasty asian_oriental food
",inform,area,north
25311,HUMAN,what is the address,request,slot,addr
25312,BOT,"Sure , saigon_city is on saigon_city_address
",inform,phone,01223 356555
25313,HUMAN,what is the phone number,request,slot,phone
25314,BOT,"The phone number of saigon_city is saigon_city_phone
",inform,phone,01223 356555
25315,HUMAN,thank you good bye,bye,,
25316,BOT," you are welcome
",bye,,
25317,HUMAN,<SILENCE>,silence,,
25318,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25319,HUMAN,hi im looking for a place that serves scandinavian food,inform,food,indonesian
25320,BOT,"What part of town do you have in mind ?
",request,slot,area
25321,HUMAN,dont care,inform,this,dontcare
25322,BOT,"What kind of food would you like ?
",request,slot,food
25323,HUMAN,scandinavian,inform,food,scandinavian
25324,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
25325,HUMAN,dont care,inform,this,dontcare
25326,BOT,"Can I help you with anything else ?
",reqmore,,
25327,HUMAN,no,affirm,,
25328,BOT,"Sorry I am a bit confused ; please tell me again what you are looking for .
",repeat,,
25329,HUMAN,restaurant with scandin,reqalts,,
25330,BOT,"Can I help you with anything else ?
",reqmore,,
25331,HUMAN,no,affirm,,
25332,BOT,"Sorry I am a bit confused ; please tell me again what you are looking for .
",repeat,,
25333,HUMAN,how bout thai,negate,,
25334,BOT,"I'm sorry but there is no restaurant serving scandinavian food
",canthelp,food,scandinavian
25335,HUMAN,how bout thai food,confirm,food,thai
25336,BOT,"Ok , a restaurant in any part of town is that right ?
",expl-conf,area,dontcare
25337,HUMAN,ye,request,slot,addr
25338,BOT,"You are looking for a scandinavian restaurant right ?
",expl-conf,food,scandinavian
25339,HUMAN,no,affirm,,
25340,BOT,"Let me confirm , You are looking for a restaurant and you dont care about the price range right ?
",expl-conf,pricerange,dontcare
25341,HUMAN,how bout thai,negate,,
25342,BOT,"I'm sorry but there is no restaurant serving scandinavian food
",canthelp,food,scandinavian
25343,HUMAN,how bout thai food,confirm,food,thai
25344,BOT,"Ok , a restaurant in any part of town is that right ?
",expl-conf,area,dontcare
25345,HUMAN,<SILENCE>,silence,,
25346,BOT,"Sorry would you like scandinavian or thai food ?
",select,food,thai
25347,HUMAN,thai food,inform,food,thai
25348,BOT,"Sorry would you like something in the cheap price range or you dont care
",select,pricerange,cheap
25349,HUMAN,dont care,inform,this,dontcare
25350,HUMAN,<SILENCE>,silence,,
25351,BOT,"bangkok_city serves thai food
",inform,food,thai
25352,HUMAN,what is the address,request,slot,addr
25353,BOT,"Sure , bangkok_city is on bangkok_city_address
",inform,addr,24 green street city centre
25354,HUMAN,what is the phone number,request,slot,phone
25355,BOT,"The phone number of bangkok_city is bangkok_city_phone
",inform,phone,01223 354382
25356,HUMAN,thank you goodbye,bye,,
25357,BOT," you are welcome
",bye,,
25358,HUMAN,<SILENCE>,silence,,
25359,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25360,HUMAN,im looking for an expensive restaurant,inform,pricerange,expensive
25361,BOT,"What part of town do you have in mind ?
",request,slot,area
25362,HUMAN,east part,inform,area,east
25363,BOT,"What kind of food would you like ?
",request,slot,food
25364,HUMAN,dont care,inform,this,dontcare
25365,HUMAN,<SILENCE>,silence,,
25366,BOT,"royal_standard is a nice place in the east of town and the prices are expensive
",inform,area,east
25367,HUMAN,what is the phone number,request,slot,phone
25368,BOT,"The phone number of royal_standard is royal_standard_phone
",inform,phone,01223 247877
25369,HUMAN,thank you,repeat,,
25370,BOT,"sitar_tandoori is a nice place in the east of town and the prices are expensive
",inform,area,east
25371,HUMAN,thank you good bye,bye,,
25372,BOT," you are welcome
",bye,,
25373,HUMAN,<SILENCE>,silence,,
25374,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25375,HUMAN,im looking for a barbecue restaurant in the east part of town,inform,area,east
25376,BOT,"I'm sorry but there is no restaurant serving barbeque food
",canthelp,food,barbeque
25377,HUMAN,how about an indian restaurant,inform,food,indian
25378,HUMAN,<SILENCE>,silence,,
25379,BOT,"pizza_hut_fen_ditton is a nice place in the east of town
",inform,area,east
25380,HUMAN,how about an indian type food restaurant,inform,food,indian
25381,BOT,"pipasha_restaurant is a nice place in the east of town serving tasty indian food
",inform,area,east
25382,HUMAN,whats the address and phone number,request,slot,phone
25383,BOT,"The phone number of pipasha_restaurant is pipasha_restaurant_phone
",inform,phone,01223 577786
25384,HUMAN,thank you good bye,bye,,
25385,BOT," you are welcome
",bye,,
25386,HUMAN,<SILENCE>,silence,,
25387,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25388,HUMAN,i want a polynesian restaurant in the west part of town,inform,area,west
25389,BOT,"I'm sorry but there is no restaurant serving polynesian food
",canthelp,food,polynesian
25390,HUMAN,how about portuguese,reqalts,,
25391,HUMAN,<SILENCE>,silence,,
25392,BOT,"pizza_hut_cherry_hinton is a nice place in the south of town
",inform,area,south
25393,HUMAN,how about one that serves portuguese food,inform,food,portuguese
25394,HUMAN,<SILENCE>,silence,,
25395,BOT,"nandos is a nice place in the south of town serving tasty portuguese food
",inform,area,south
25396,HUMAN,whats the phone number and address,request,slot,addr
25397,BOT,"The phone number of nandos is nandos_phone
",inform,phone,01223 327908
25398,HUMAN,whats the address,request,slot,addr
25399,HUMAN,"Sure , nandos is on nandos_address
",request,slot,phone
25400,HUMAN,thank you good bye,bye,,
25401,BOT," you are welcome
",bye,,
25402,HUMAN,<SILENCE>,silence,,
25403,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25404,HUMAN,i want a cheap restaurant in the east part of town,inform,area,east
25405,HUMAN,<SILENCE>,silence,,
25406,BOT,"the_missing_sock is a nice place in the east of town and the prices are cheap
",inform,area,east
25407,HUMAN,whats the address and phone number,request,slot,phone
25408,BOT,"The phone number of the_missing_sock is the_missing_sock_phone
",inform,phone,01223 812660
25409,HUMAN,thank you good bye,bye,,
25410,BOT," you are welcome
",bye,,
25411,HUMAN,<SILENCE>,silence,,
25412,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25413,HUMAN,how about vietnamese,inform,food,vietnamese
25414,BOT,"I'm sorry but there is no restaurant serving barbeque food
",canthelp,food,barbeque
25415,HUMAN,how about vietnamese food,inform,food,vietnamese
25416,BOT,"You are looking for a vietnamese restaurant right ?
",expl-conf,food,vietnamese
25417,HUMAN,yes,request,slot,addr
25418,HUMAN,<SILENCE>,silence,,
25419,BOT,"thanh_binh serves vietnamese food
",inform,food,vietnamese
25420,HUMAN,what the address,request,slot,addr
25421,BOT,"Sure , thanh_binh is on thanh_binh_address
",inform,phone,01223 362456
25422,HUMAN,thank you good bye,bye,,
25423,BOT," you are welcome
",bye,,
25424,HUMAN,<SILENCE>,silence,,
25425,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25426,HUMAN,i want a russian restaurant,inform,food,russian
25427,BOT,"I'm sorry but there is no restaurant serving russian food
",canthelp,food,russian
25428,HUMAN,how about a korean restaurant,inform,food,korean
25429,BOT,"Sorry would you like russian or korean food ?
",select,food,korean
25430,HUMAN,korean,inform,food,korean
25431,HUMAN,<SILENCE>,silence,,
25432,BOT,"little_seoul serves korean food
",inform,food,korean
25433,HUMAN,whats the address,request,slot,addr
25434,BOT,"Sure , little_seoul is on little_seoul_address
",inform,phone,01223 308681
25435,HUMAN,whats the price range,request,slot,postcode
25436,BOT,"little_seoul is in the expensive price range
",inform,pricerange,expensive
25437,HUMAN,thank you good bye,bye,,
25438,BOT," you are welcome
",bye,,
25439,HUMAN,<SILENCE>,silence,,
25440,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25441,HUMAN,i want an expensive irish restaurant,inform,food,irish
25442,BOT,"You are looking for a irish restaurant right ?
",expl-conf,food,irish
25443,HUMAN,how about,repeat,,
25444,BOT,"I'm sorry but there is no restaurant serving irish food
",canthelp,food,irish
25445,HUMAN,an expensive italian restaurant,inform,pricerange,expensive
25446,BOT,"What part of town do you have in mind ?
",request,slot,area
25447,HUMAN,dont care,inform,this,dontcare
25448,HUMAN,<SILENCE>,silence,,
25449,BOT,"don_pasquale_pizzeria serves italian food in the expensive price range
",inform,pricerange,expensive
25450,HUMAN,whats the address phone number and area,request,slot,addr
25451,BOT,"The phone number of don_pasquale_pizzeria is don_pasquale_pizzeria_phone
",inform,phone,01223 350106
25452,HUMAN,what part of town,inform,area,west
25453,BOT,"don_pasquale_pizzeria is a nice place in the centre of town
",inform,area,centre
25454,HUMAN,thank you good bye,bye,,
25455,BOT," you are welcome
",bye,,
25456,HUMAN,<SILENCE>,silence,,
25457,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25458,HUMAN,what about chinese food,reqalts,,
25459,BOT,"I'm sorry but there is no restaurant serving kosher food
",canthelp,food,kosher
25460,HUMAN,how about chinese food,inform,food,chinese
25461,HUMAN,<SILENCE>,silence,,
25462,BOT,"golden_house serves chinese food in the cheap price range
",inform,pricerange,cheap
25463,HUMAN,what is the address and phone number,request,slot,phone
25464,BOT,"The phone number of golden_house is golden_house_phone
",inform,phone,01842 753771
25465,HUMAN,thank you goodbye,bye,,
25466,BOT," you are welcome
",bye,,
25467,HUMAN,<SILENCE>,silence,,
25468,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25469,HUMAN,im looking for a restaurant in any area,inform,area,dontcare
25470,BOT,"What part of town do you have in mind ?
",request,slot,area
25471,HUMAN,jamaican,inform,food,jamaican
25472,BOT,"What kind of food would you like ?
",request,slot,food
25473,HUMAN,what about thai food,confirm,food,thai
25474,BOT,"I'm sorry but there is no restaurant serving jamaican food
",canthelp,food,jamaican
25475,HUMAN,what about thai food,confirm,food,thai
25476,BOT,"You are looking for a thai restaurant right ?
",expl-conf,food,thai
25477,HUMAN,yes,request,slot,addr
25478,HUMAN,<SILENCE>,silence,,
25479,BOT,"sala_thong serves thai food
",inform,food,thai
25480,HUMAN,what is the phone number,request,slot,phone
25481,BOT,"The phone number of sala_thong is sala_thong_phone
",inform,phone,01223 323178
25482,HUMAN,what is the price range,request,slot,postcode
25483,BOT,"sala_thong is in the expensive price range
",inform,pricerange,expensive
25484,HUMAN,thank you good bye,bye,,
25485,BOT," you are welcome
",bye,,
25486,HUMAN,<SILENCE>,silence,,
25487,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25488,HUMAN,im looking for a moderately priced restaurant in the north,inform,pricerange,moderate
25489,BOT,"What kind of food would you like ?
",request,slot,food
25490,HUMAN,i dont care,inform,this,dontcare
25491,HUMAN,<SILENCE>,silence,,
25492,BOT,"meghna is a nice place in the north of town and the prices are moderate
",inform,area,north
25493,HUMAN,whats the phone number and address,request,slot,addr
25494,BOT,"The phone number of meghna is meghna_phone
",inform,phone,01223 727410
25495,HUMAN,whats the address,request,slot,addr
25496,HUMAN,"Sure , meghna is on meghna_address
",request,slot,addr
25497,HUMAN,thank you good bye,bye,,
25498,BOT," you are welcome
",bye,,
25499,HUMAN,<SILENCE>,silence,,
25500,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25501,HUMAN,i want to find a cheap restaurant in the south part of town,inform,area,south
25502,BOT,"What part of town do you have in mind ?
",request,slot,area
25503,HUMAN,south,inform,area,south
25504,HUMAN,<SILENCE>,silence,,
25505,BOT,"golden_house is in the cheap price range
",inform,pricerange,cheap
25506,HUMAN,okay could you give me the phone number,request,slot,phone
25507,BOT,"The phone number of golden_house is golden_house_phone
",inform,phone,01842 753771
25508,HUMAN,okay and what about the address,inform,name,venue
25509,BOT,"Sure , golden_house is on golden_house_address
",inform,addr,12 lensfield road city centre
25510,HUMAN,okay thank you and good bye,bye,,
25511,BOT," you are welcome
",bye,,
25512,HUMAN,<SILENCE>,silence,,
25513,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25514,HUMAN,what about chinese,inform,area,west
25515,BOT,"I'm sorry but there is no restaurant serving cuban food
",canthelp,food,cuban
25516,HUMAN,what about chinese food,reqalts,,
25517,BOT,"Let me confirm , You are looking for a restaurant in the cheap price range right ?
",expl-conf,pricerange,cheap
25518,HUMAN,yes do you have one with chinese,inform,name,venue
25519,BOT,"What part of town do you have in mind ?
",request,slot,area
25520,HUMAN,it doesnt matter,inform,this,dontcare
25521,HUMAN,<SILENCE>,silence,,
25522,BOT,"rice_house serves chinese food in the cheap price range
",inform,pricerange,cheap
25523,HUMAN,okay i need the address,request,slot,addr
25524,BOT,"Sure , rice_house is on rice_house_address
",inform,addr,88 mill road city centre
25525,HUMAN,and the phone number,inform,food,spanish
25526,BOT,"The phone number of rice_house is rice_house_phone
",inform,phone,01223 367755
25527,HUMAN,thank you goodbye,bye,,
25528,BOT," you are welcome
",bye,,
25529,HUMAN,<SILENCE>,silence,,
25530,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25531,HUMAN,im looking for a cheap restaurant in the north part of town,inform,area,north
25532,BOT,"What kind of food would you like ?
",request,slot,food
25533,HUMAN,any,inform,food,dontcare
25534,HUMAN,<SILENCE>,silence,,
25535,BOT,"da_vinci_pizzeria is a nice place in the north of town and the prices are cheap
",inform,area,north
25536,HUMAN,kind i have the address,request,slot,addr
25537,BOT,"Sure , da_vinci_pizzeria is on da_vinci_pizzeria_address
",inform,phone,01223 351707
25538,HUMAN,phone number,ack,,
25539,BOT,"The phone number of da_vinci_pizzeria is da_vinci_pizzeria_phone
",inform,phone,01223 351707
25540,HUMAN,thank you good bye,bye,,
25541,BOT," you are welcome
",bye,,
25542,HUMAN,<SILENCE>,silence,,
25543,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25544,HUMAN,im looking for a moderately priced restaurant that serves uh,inform,pricerange,moderate
25545,BOT,"What part of town do you have in mind ?
",request,slot,area
25546,HUMAN,i dont care,inform,this,dontcare
25547,BOT,"What kind of food would you like ?
",request,slot,food
25548,HUMAN,persian,repeat,,
25549,HUMAN,<SILENCE>,silence,,
25550,BOT,"cotto is in the moderate price range
",inform,pricerange,moderate
25551,HUMAN,what kind of food is it,inform,area,east
25552,BOT,"cotto serves british food
",inform,food,british
25553,HUMAN,what about persian food,inform,food,persian
25554,BOT,"restaurant_one_seven is in the moderate price range
",inform,pricerange,moderate
25555,HUMAN,what type of food,request,slot,food
25556,BOT,"restaurant_one_seven serves british food
",inform,food,british
25557,HUMAN,phone number,ack,,
25558,BOT,"restaurant_one_seven is a great restaurant
",offer,name,restaurant one seven
25559,HUMAN,phone number,ack,,
25560,BOT,"The phone number of restaurant_one_seven is restaurant_one_seven_phone
",inform,phone,01223 337766
25561,HUMAN,thank you good bye,bye,,
25562,BOT," you are welcome
",bye,,
25563,HUMAN,<SILENCE>,silence,,
25564,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25565,HUMAN,what about vietnamese,negate,,
25566,BOT,"I'm sorry but there is no restaurant serving corsica food
",canthelp,food,corsica
25567,HUMAN,vietnamese food,inform,food,vietnamese
25568,HUMAN,<SILENCE>,silence,,
25569,BOT,"thanh_binh serves vietnamese food
",inform,food,vietnamese
25570,HUMAN,address,ack,,
25571,BOT,"Sure , thanh_binh is on thanh_binh_address
",inform,phone,01223 362456
25572,HUMAN,hi,repeat,,
25573,BOT,"I am sorry but there is no other vietnamese restaurant that matches your request
",canthelp.exception,name,thanh binh
25574,HUMAN,thank you good bye,bye,,
25575,BOT," you are welcome
",bye,,
25576,HUMAN,<SILENCE>,silence,,
25577,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25578,HUMAN,um,negate,,
25579,BOT,"What part of town do you have in mind ?
",request,slot,area
25580,HUMAN,<SILENCE>,silence,,
25581,BOT,"Sorry would you like something in the east or in the north
",select,area,north
25582,HUMAN,no english food,negate,,
25583,BOT,"Did you say you are looking for a restaurant in the east of town ?
",expl-conf,area,east
25584,HUMAN,what about spanish food,inform,food,spanish
25585,BOT,"I'm sorry but there is no restaurant serving english food
",canthelp,food,english
25586,HUMAN,spanish food,inform,food,spanish
25587,BOT,"Did you say you are looking for a restaurant in the east of town ?
",expl-conf,area,east
25588,HUMAN,no,affirm,,
25589,BOT,"I'm sorry but there is no spanish restaurant in the east of town
",canthelp,"food, area","spanish, east"
25590,HUMAN,any area,inform,area,dontcare
25591,BOT,"Did you say you are looking for a restaurant in the east of town ?
",expl-conf,area,east
25592,HUMAN,no any area,inform,area,dontcare
25593,BOT,"Sorry would you like the east of town or you dont care
",select,area,dontcare
25594,HUMAN,i dont care,inform,this,dontcare
25595,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
25596,HUMAN,i dont care,inform,this,dontcare
25597,HUMAN,<SILENCE>,silence,,
25598,BOT,"la_raza serves spanish food
",inform,food,spanish
25599,HUMAN,can i have the address,request,slot,addr
25600,BOT,"Sure , la_raza is on la_raza_address
",inform,addr,4 - 6 rose crescent
25601,HUMAN,price range,repeat,,
25602,BOT,"la_raza is a great restaurant
",offer,name,la raza
25603,HUMAN,price range,repeat,,
25604,BOT,"la_raza is in the cheap price range
",inform,pricerange,cheap
25605,HUMAN,thank you goodbye,bye,,
25606,BOT," you are welcome
",bye,,
25607,HUMAN,<SILENCE>,silence,,
25608,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
25609,HUMAN,im looking for polynesian food,inform,food,polynesian
25610,BOT,"I'm sorry but there is no restaurant serving polynesian food
",canthelp,food,polynesian
25611,HUMAN,how about vietnamese,inform,food,vietnamese
