ID	Value
msd798	रानी\N_NN एकरे\DM_DMD पर\PSP कहलक\V_VM कि\CC_CCS जा\V_VM नऽ\RP_NEG तोरा\PR_PRP तो\PR_PRL मयनावती\N_NNP से\PSP बिआह\N_NN होइत\V_VM हवऽ\V_VAUX ।\RD_PUNC
msd799	एतना\QT_QTF सुन\V_VM के\PSP राजा\N_NN तुरंत\N_NN घोड़ा\N_NN के\PSP अस्तबल\N_NN में\PSP गेलेन\V_VM आउ\CC_CCD खोल\V_VM के\PSP घोड़ा\N_NN पर\PSP सवार\N_NN हो\V_VM गेलन\V_VAUX ।\RD_PUNC
msd8	रानी\N_NN के\PSP देखलक\V_VM कि\CC_CCS ऊ\PR_PRP बीच\JJ जंगल\N_NN में\PSP एगो\QT_QTC दैत्य\N_NN के\PSP घर\N_NN गेलई\V_VM ।\RD_PUNC
msd80	तबलची\N_NN कहकई\V_VM कि\CC_CCS तू\PR_PRP हमरा\PR_PRP कल्ह\N_NN कुछो\PR_PRI नञु\RP_NEG देले\V_VM है\V_VAUX ।\RD_PUNC
msd800	उहवाँ\DM_DMD से\PSP मयनावती\N_NNP रानी\N_NN के\PSP खोज\N_NN ला\PSP चल\V_VM देलन\V_VAUX ।\RD_PUNC
msd801	कहलन\V_VM कि\CC_CCS जब\PR_PRL तक\RP_RPD हम\PR_PRP मयनावती\N_NNP रानी\N_NN से\PSP बिआह\N_NN नऽ\RP_NEG करब\V_VM तब\PR_PRL तक\RP_RPD राज\N_NN में\PSP नऽ\RP_NEG लौटब\V_VM ।\RD_PUNC
msd802	जाइत\V_VM -\RD_PUNC जाइत\V_VM राजा\N_NN एगो\QT_QTC भारी\N_NN जंगल\N_NN में\PSP पहुँच\V_VM गेलन\V_VAUX तो\PR_PRL देखइत\V_VM हथ\V_VAUX कि\CC_CCS एगो\QT_QTC कुटिया\N_NN बनल\V_VM हे\V_VAUX ।\RD_PUNC
msd803	ओही\DM_DMD जगह\N_NN पर\PSP पक्का\N_NN के\PSP एगो\QT_QTC कुआँ\N_NN हे\V_VM ।\RD_PUNC
msd804	ओकरा\DM_DMD पर\PSP बाल्टी\N_NN -\RD_PUNC डोरी\N_NN रखल\V_VM हे\V_VAUX ।\RD_PUNC
msd805	राजा\N_NN के\PSP जोर\RB से\PSP पिआस\N_NN लगल\V_VM हल\V_VAUX ।\RD_PUNC
msd806	जब\PR_PRL बाल्टी\N_NN -\RD_PUNC डोरी\N_NN कुआँ\N_NN में\PSP डाललन\V_VM आउ\CC_CCD पानी\N_NN घींचे\N_NN ला\PSP गयलन\V_VM तो\PR_PRL घिचयबे\V_VM ना\RP_NEG करे\V_VAUX ।\RD_PUNC
msd807	एही\DM_DMD तरह\RP_RPD से\PSP राजा\N_NN के\PSP डोरी\N_NN -\RD_PUNC बाल्टी\N_NN धयले\V_VM सांझ\N_NN से\PSP भोर\N_NN हो\V_VM गेल\V_VAUX तो\PR_PRL कुआँ\N_NN में\PSP देखइत\V_VM हथ\V_VAUX कि\CC_CCS एगो\QT_QTC बड़ा\RP_INTF भारी\JJ अजगर\N_NN साँप\N_NN बाल्टी\N_NN के\PSP पकड़ले\V_VM हे\V_VAUX ।\RD_PUNC
msd808	जब\PR_PRL दुनों\QT_QTC के\PSP नजर\N_NN मिलल\V_VM तइसहीं\PR_PRL सरप\N_NN कहलक\V_VM कि\CC_CCS हमरा\PR_PRP निकाल\V_VM दऽ\V_VAUX तो\PR_PRL तोरा\PR_PRP हम\PR_PRP काटब\V_VM -\RD_PUNC नऽ\RP_NEG आउ\CC_CCD इनाम\N_NN में\PSP एगो\QT_QTC चीज\N_NN देव\V_VM ।\RD_PUNC
msd809	जब\PR_PRL राजा\N_NN अजगर\N_NN के\PSP निकाल\V_VM देलन\V_VAUX तो\PR_PRL अजगर\N_NN अप्पन\PR_PRP कुटिपा\N_NN में\PSP ले\V_VM गेल\V_VAUX आउ\CC_CCD कहलक\V_VM कि\CC_CCS हमरा\PR_PRP से\PSP तूँ\PR_PRP बरदान\N_NN माँगऽ\V_VM ।\RD_PUNC
msd81	ई\DM_DMI बात\N_NN ।\RD_PUNC
msd810	राजा\N_NN कहलन\V_VM कि\CC_CCS हमरा\PR_PRP कोई\PR_PRI चीज\N_NN के\PSP कमी\N_NN नऽ\RP_NEG हेय\V_VM ।\RD_PUNC
msd811	बाकि\CC_CCD हमरा\PR_PRP मयनावती\N_NNP से\PSP बिआह\N_NN करा\V_VM दऽ\V_VAUX ।\RD_PUNC
msd812	अजगर\N_NN कहलन\V_VM कि\CC_CCS इहाँ\DM_DMD से\PSP कुछ\QT_QTF दूर\N_NN पर\PSP एगो\QT_QTC आउ\CC_CCD जंगल\N_NN मिलतवऽ\V_VM ।\RD_PUNC
msd813	ओही\DM_DMD जंगल\N_NN में\PSP एगो\QT_QTC साघु\N_NN तपस्या\N_NN करइत\V_VM हथ\V_VAUX ।\RD_PUNC
msd814	उनकर\PR_PRP सरीर\N_NN में\PSP दीआँ\N_NN लगल\V_VM होतवऽ\V_VAUX ।\RD_PUNC
msd815	उनकर\PR_PRP अँगाड़ी\N_NN में\PSP जा\V_VM के\V_VAUX खाड़ा\V_VM हा\V_VAUX जइहँऽ\V_VAUX तो\PR_PRL उनकर\PR_PRP ध्यान\N_NN टूट\V_VM जायत\V_VAUX ।\RD_PUNC
msd816	फिन\CC_CCD जउन\PR_PRL चीज\N_NN माँगे\N_NN लागी\PSP होतवऽ\V_VAUX तउन\PR_PRL चीज\N_NN माँग\N_NN लीहऽ\V_VM ।\RD_PUNC
msd817	अजार\N_NN एकरा\DM_DMD बाद\N_NN राजा\N_NN के\PSP अप्पन\PR_PRP जाँघ\N_NN चिरववलक\V_VM आउ\CC_CCD ओही\DM_DMD में\PSP अप्पन\PR_PRP मुँह\N_NN से\PSP मणि\N_NN उगिल\V_VM देलक\V_VAUX ।\RD_PUNC
msd818	फिनो\CC_CCD एगो\QT_QTC जड़ी\N_NN से\PSP रगड़\V_VM देलक\V_VAUX तो\PR_PRL जाँघ\N_NN जइसन\RP_RPD हल\V_VM ओइसने\RP_RPD हो\V_VM गेल\V_VAUX ।\RD_PUNC
msd819	अजगर\N_NN कहलक\V_VM कि\CC_CCS एकरा\DM_DMD से\PSP जउन\PR_PRL चीज\N_NN माँगवऽ\V_VM ओही\DM_DMD चीज\N_NN मिल\V_VM जतवऽ\V_VAUX आउ\CC_CCD जड़\N_NN दे\V_VM देलक\V_VAUX ।\RD_PUNC
msd82	﻿पर\PSP दुनु\QT_QTC में\PSP बक-झक\N_NN हो\V_VM गेलई\V_VAUX ।\RD_PUNC
msd820	﻿एकरा\DM_DMD बाद\PSP राजा\N_NN अजगर\N_NN से\PSP बिदा\V_VM लेके\V_VM साधु\N_NN के\PSP खोजे\V_VM ला\PSP चललन\V_VM ।\RD_PUNC
msd821	जाइत\V_VM -\RD_PUNC जाइत\V_VM ओही\DM_DMD जंगल\N_NN में\PSP पहुँचलन\V_VM ,\RD_PUNC जहवाँ\PR_PRL पर\PSP साधुजी\N_NN रह\V_VM हलन\V_VAUX ।\RD_PUNC
msd822	जाके\V_VM साधु\N_NN जी\N_NN के\PSP अँगाड़ी\N_NN में\PSP खड़ा\V_VM हो\V_VAUX गेलन\V_VAUX ।\RD_PUNC
msd823	जब\PR_PRL साधु\N_NN जी\N_NN के\PSP ध्यान\N_NN टूटल\V_VM तो\PR_PRL कहलन\V_VM कि\CC_CCS बरदान\N_NN माँगो\V_VM बच्चा\N_NN ।\RD_PUNC
msd824	साधु\N_NN जी\N_NN के\PSP तीन\QT_QTC -\RD_PUNC चार\QT_QTC बेर\N_NN कहला\V_VM पर\PSP राजा\N_NN बोललन\V_VM कि\CC_CCS हमरा\PR_PRP मयनावती\V_VM से\PSP बिआह\N_NN करवा\V_VM दीहीं\V_VAUX ।\RD_PUNC
msd825	हमरा\PR_PRP धन\N_NN -\RD_PUNC दौलत\N_NN के\PSP काम\N_NN नऽ\RP_NEG है\V_VM ।\RD_PUNC
msd826	साघु\N_NN जी\N_NN एगो\QT_QTC जड़ी\N_NN देलन\V_VM आउ\CC_CCD कहलन\V_VM कि\CC_CCS एकरा\DM_DMD अप्पन\PR_PRP कान\N_NN मे\PSP डाल\V_VM लेवें\V_VAUX तो\PR_PRL सुग्गा\N_NN हो\V_VM जयवें\V_VAUX आउ\CC_CCD निकाल\V_VM लेवें\V_VAUX तो\PR_PRL अदमी\N_NN बन\V_VM जयवें\V_VAUX ।\RD_PUNC
msd827	एकरा\DM_DMD बाद\PSP मयनावती\N_NNP के\PSP पता\N_NN बता\V_VM देलन\V_VAUX ।\RD_PUNC
msd828	राजा\N_NN सुग्गा\N_NN बन\V_VM के\V_VAUX मयनाबती\N_NNP के\PSP झरोखा\N_NN के\PSP राह\N_NN से\PSP चल\V_VM गेलन\V_VAUX ।\RD_PUNC
msd829	उहवाँ\DM_DMD जाके\V_VM ऊ\PR_PRP अप्पन\PR_PRP कान\N_NN से\PSP जड़ी\N_NN निकाल\V_VM देलन\V_VAUX ,\RD_PUNC तइसहीं\PR_PRL ऊ\PR_PRP अदमी\N_NN हो\V_VM गेलन\V_VAUX ।\RD_PUNC
msd83	तू\PR_PRP भावान\N_NN के\PSP सामने\N_NST कसम\N_NN खाय\V_VM ला\V_VAUX तैयार\N_NN हो\V_VM गेलई\V_VAUX तब\PR_PRL बिसुन\N_NNP भगवान\N_NN कहलन\V_VM कि\CC_CCS नञु\RP_NEG अब\DM_DMD तू\PR_PRP मृतुभुवन\N_NN में\PSP जा\V_VM के\V_VAUX रहऽ\V_VAUX ।\RD_PUNC
msd830	मैनावती\N_NNP आउ\CC_CCD राजा\N_NN ,\RD_PUNC दूनो\QT_QTC रात\N_NN -\RD_PUNC भर\RP_RPD अराम\N_NN कैलन\V_VM ।\RD_PUNC
msd831	एही\DM_DMD तरह\RP_RPD दुनहुन\QT_QTC कई\QT_QTF रोज\N_NN ला\PSP रहलन\V_VM ।\RD_PUNC
msd832	एक\QT_QTC दिन\N_NN मयनावती\N_NNP कहलक\V_VM कि\CC_CCS अइसे\RB चुपेचापे\N_NN रहे\V_VM से\PSP ठीक\N_NN न\RP_NEG होयत\V_VM ।\RD_PUNC
msd833	तू\PR_PRP अप्पन\PR_PRP राज\N_NN में\PSP ले\V_VM चलऽ\V_VAUX ।\RD_PUNC
msd834	उहाँ\DM_DMD बढ़िया\JJ होयत\V_VM ।\RD_PUNC
msd835	राजा\N_NN -\RD_PUNC रानी\N_NN दुनो\QT_QTC सुग्गा\N_NN -\RD_PUNC सुग्गी\N_NN के\PSP रूप\N_NN बनौलन\V_VM आउ\CC_CCD रानी\N_NN राजा\N_NN के\PSP पीठ\N_NN पर\PSP उड़के\V_VM बइठ\V_VAUX गेलन\V_VAUX ।\RD_PUNC
msd836	राजा\N_NN उड़\V_VM चललन\V_VAUX ।\RD_PUNC
msd837	उड़इत\V_VM -\RD_PUNC उड़इत\V_VM साधु\N_NN जी\N_NN के\PSP भिरू\PSP पहुँचलन\V_VM तऽ\CC_CCS राजा\N_NN जड़ी\N_NN निकाले\V_VM ला\PSP भुल\V_VM गेलन\V_VAUX ।\RD_PUNC
msd838	से\CC_CCD ऊ\PR_PRP अदमी\N_NN के\PSP सकल\N_NN में\PSP न\RP_NEG होयलन\V_VM आउ\CC_CCD साधुओ\N_NN जी\N_NN के\PSP पास\N_NST अब\RB असली\N_NN जड़ी\N_NN न\RP_NEG हल\V_VM ।\RD_PUNC
msd839	फिन\CC_CCD दूनो\QT_QTC उहाँ\DM_DMD से\PSP उड़इत\V_VM -\RD_PUNC उड़इत\V_VM अजगर\N_NN सरप\N_NN भीर\PSP चल\V_VM अयलन\V_VAUX तो\PR_PRL अजगर\N_NN कहलक\V_VM कि\CC_CCS तोरा\PR_PRP पास\N_NST हम\PR_PRP मनी\N_NN काहे\PR_PRQ ला\PSP देली\V_VM हल\V_VAUX ।\RD_PUNC
msd84	इहाँ\DM_DMD तोरा\PR_PRP जाह\N_NN नञु\RP_NEG हई\V_VM ।\RD_PUNC
msd840	ओकरा\PR_PRP से\PSP जउन\PR_PRL काम\N_NN लेतऽ\V_VM हल\V_VAUX ओही\DM_DMD काम\N_NN ऊ\PR_PRP कर\V_VM देतवऽ\V_VAUX हल\V_VAUX ।\RD_PUNC
msd841	अजगर\N_NN झटपट\RB जाँघ\N_NN के\PSP पास\N_NST जड़ी\N_NN रगड़\V_VM देलक\V_VAUX आउ\CC_CCD मनी\N_NN निकल\V_VM आयल\V_VAUX आउ\CC_CCD दुनो\QT_QTC के\PSP अदमी\N_NN के\PSP रूप\N_NN बना\V_VM देलक\V_VAUX ।\RD_PUNC
msd842	साँझ\N_NN हो\V_VM गेल\V_VAUX हल\V_VAUX ।\RD_PUNC
msd843	अजगर\N_NN दुनों\QT_QTC के\PSP ठहरे\N_NN ला\PSP कहलक\V_VM बाकि\CC_CCD ओहनी\PR_PRP न\RP_NEG ठहर\N_NN सकलन\V_VM ।\RD_PUNC
msd844	घोड़ा\N_NN पर\PSP चढ़के\V_VM दूनो\QT_QTC चल\V_VM देलन\V_VAUX ।\RD_PUNC
msd845	रस्ता\N_NN में\PSP एगो\QT_QTC ठग\N_NN लग\V_VM गेल\V_VAUX ।\RD_PUNC
msd846	राजा\N_NN -\RD_PUNC रानी\N_NN एगो\QT_QTC सहर\N_NN मे\PSP पहुँचलन\V_VM आउ\CC_CCD रानी\N_NN से\PSP कहलन\V_VM कि\CC_CCS हम\PR_PRP घोड़ा\N_NN के\PSP दाना\N_NN आउ\CC_CCD भोजन\N_NN लागि\PSP जाइत\V_VM हिवऽ\N_NN ,\RD_PUNC तब\PR_PRL तक\RP_RPD तू\PR_PRP एहीजे\DM_DMD रहिहऽ\V_VM ।\RD_PUNC
msd847	राजा\N_NN दाना\N_NN -\RD_PUNC चारा\N_NN तउला\V_VM के\V_VAUX दाम\N_NN देलन\V_VM ।\RD_PUNC
msd848	ओहजे\DM_DMD ऊ\PR_PRP सब\QT_QTF छोड़\V_VM देलन\V_VAUX आउ\CC_CCD कहलन\V_VM कि\CC_CCS हम\PR_PRP आवऽ\V_VM हिय\V_VAUX तब\PR_PRL ले\V_VM जायब\V_VAUX ।\RD_PUNC
msd849	फिन\CC_CCD भोजन\N_NN के\PSP समान\N_NN खरीद\V_VM के\V_VAUX ओहजे\DM_DMD छोड़\V_VM देलन\V_VAUX ।\RD_PUNC
msd85	लालपरी\N_NN कहकई\V_VM कि\CC_CCS सरकार\N_NN मृतुभुबन\N_NN में\PSP जेता\QT_QTF अदमी\N_NN हई\V_VM ओकर\PR_PRP मुंड़ी\N_NN काट\V_VM के\V_VAUX हम\PR_PRP ले\V_VM आवइत\V_VAUX ही\V_VAUX ।\RD_PUNC
msd850	पान\N_NN लेवे\V_VM पनेरिन\N_NN भीर\PSP पहुँचलन\V_VM तो\PR_PRL राजा\N_NN के\PSP सूरत\N_NN देख\V_VM के\V_VAUX पनेरिन\N_NN मोहित\N_NN हो\V_VM गेल\V_VAUX ।\RD_PUNC
msd851	पनेरिन\N_NN राजा\N_NN के\PSP जादू\N_NN से\PSP घोड़ा\N_NN बना\V_VM के\V_VAUX घरे\N_NN बान्ह\V_VM देलक\V_VAUX ।\RD_PUNC
msd852	रानी\N_NN एने\DM_DMD अहर\N_NN देखइत\V_VM हथ\V_VAUX ,\RD_PUNC पहर\N_NN देखइत\V_VM हथ\V_VAUX ,\RD_PUNC जब\PR_PRL बड़ी\JJ देरी\N_NN हो\V_VM गेल\V_VAUX तब\PR_PRL चले\V_VM ला\PSP तैयार\N_NN भेलन\V_VM ।\RD_PUNC
msd853	एही\DM_DMD बीच\N_NN ओही\DM_DMD ठग\N_NN आ\V_VM के\V_VAUX रानी\N_NN के\PSP बरियारी\RB लिया\V_VM चलल\V_VAUX ।\RD_PUNC
msd854	रानी\N_NN कहलन\V_VM कि\CC_CCS तू\PR_PRP आगे\N_NST -\RD_PUNC आगे\N_NST चलबऽ\V_VM तब\PR_PRL नऽ\RP_NEG ठीक\N_NN होयत\V_VM ।\RD_PUNC
msd855	हम\PR_PRP आगे\N_NST -\RD_PUNC आगे\N_NST चलब\V_VM तो\PR_PRL लोग\N_NN बहिन\N_NN समझतथुन\V_VM ,\RD_PUNC पर\PSP अब\RB तो\PR_PRL हम\PR_PRP तोर\PR_PRP जनाना\N_NN हो\V_VM गेली\V_VAUX हे\V_VAUX ।\RD_PUNC
msd856	एतना\QT_QTF सुन\V_VM के\V_VAUX ठगवा\N_NN फुलके\V_VM तुम्मा\N_NN हो\V_VM गेल\V_VAUX आउ\CC_CCD लापरवाही\RB से\PSP आगे\N_NST -\RD_PUNC आगे\N_NST चले\V_VM लगल\V_VAUX ।\RD_PUNC
msd857	तब\PR_PRL तक\RP_RPD रानी\N_NN पीछे\N_NST से\PSP अप्पन\PR_PRP तलवार\N_NN निकाल\V_VM के\V_VAUX ठग\N_NN के\PSP मार\V_VM देलन\V_VAUX ।\RD_PUNC
msd858	फिन\CC_CCD उहाँ\DM_DMD से\PSP रानी\N_NN (\RD_SYM मयनावती\N_NNP )\RD_SYM मरदाना\N_NN के\PSP भेस\N_NN बनाके\V_VM राजा\N_NN के\PSP खोजे\V_VM सहर\N_NN में\PSP निकललन\V_VM ।\RD_PUNC
msd859	उहाँ\DM_DMD के\PSP राजा\N_NN सोयंवर\N_NN रचवले\V_VM हलन\V_VAUX कि\CC_CCS जउन\PR_PRL लड़का\N_NN उड़इत\V_VM तिलंगी\N_NN के\PSP पकड़\N_NN लावत\V_VM ओकरे\PR_PRP से\PSP हम\PR_PRP अपन\PR_PRP बेटी\N_NN के\PSP बिआह\N_NN कर\V_VM देव\V_VAUX आउ\CC_CCD समुचे\QT_QTF राजपाट\N_NN भी\RP_RPD ओकरे\PR_PRP दे\V_VM देब\V_VAUX ।\RD_PUNC
msd86	कोई\PR_PRI मुड़ी\N_NN घट\V_VM जायत\V_VAUX तो\PR_PRL समझब\V_VM कि\CC_CCS ओही\DM_DMR हम्मर\PR_PRP परेमी\N_NN हे\V_VM ।\RD_PUNC
msd860	मयनावती\N_NNP अपन\PR_PRP घोड़ा\N_NN के\PSP चार\QT_QTC कोड़ा\N_NN नरम\JJ आउ\CC_CCD चार\QT_QTC कोड़ा\N_NN गरम\JJ मारलक\V_VM तो\PR_PRL घोड़ा\N_NN अकास\N_NN में\PSP जाके\V_VM तिलंगी\N_NN के\PSP पकड़\V_VM लेलक\V_VAUX ।\RD_PUNC
msd861	फिन\CC_CCD चार\QT_QTC कोड़ा\N_NN गरम\JJ आउ\CC_CCD चार\QT_QTC कोड़ा\N_NN नरम\JJ मारलक\V_VM तब\PR_PRL नीचे\N_NST चल\V_VM आयल\V_VAUX ।\RD_PUNC
msd862	राजा\N_NN अपन\PR_PRP बेटी\N_NN के\PSP पुरुखधारी\N_NN मयनावती\N_NNP से\PSP विआह\N_NN कर\V_VM देलन\V_VAUX ।\RD_PUNC
msd863	जब\PR_PRL कोहबर\N_NN मिलल\V_VM तब\PR_PRL मयनावती\N_NNP पलंग\N_NN के\PSP बीच\N_NST में\PSP तलवार\N_NN रख\V_VM देलक\V_VAUX आउ\CC_CCD दुनो\QT_QTC पलंग\N_NN के\PSP एक\QT_QTC -\RD_PUNC एक\QT_QTC पटिया\N_NN पर\PSP सुतलन\V_VM ।\RD_PUNC
msd864	राजा\N_NN ।\RD_PUNC
msd865	﻿राजकुमार\N_NN आउ\CC_CCD मयनावती\N_NNP रानी\N_NN के\PSP दमाद\N_NN (\RD_SYM मयनावती\N_NNP )\RD_SYM कहलन\V_VM कि\CC_CCS हमरा\PR_PRP ही\RP_RPD के\PSP चाल\N_NN हे\V_VM कि\CC_CCS जब\PR_PRL तक\RP_RPD रोसगद्दी\N_NN करा\V_VM के\V_VAUX न\RP_NEG ले\V_VM जाय\V_VAUX तब\PR_PRL तक\RP_RPD मरद\N_NN -\RD_PUNC औरत\N_NN एक\QT_QTC साथे\PSP न\RP_NEG सुते\V_VM ।\RD_PUNC
msd866	मयनावती\N_NNP जादू\N_NN जाने\V_VM में\PSP माहिर\N_NN हल\V_VM ।\RD_PUNC
msd867	से\CC_CCD ऊ\PR_PRP जान\N_NN गेल\V_VM हल\V_VAUX कि\CC_CCS पनेरनिया\N_NN हमर\PR_PRP राजा\N_NN के\PSP भेंड़ा\N_NN बना\V_VM के\V_VAUX बान्हले\V_VAUX हेय\V_VAUX ।\RD_PUNC
msd868	इहाँ\DM_DMD राजा\N_NN के\PSP कोई\PR_PRI लड़का\N_NN न\RP_NEG हल\V_VM से\PSP सब\QT_QTF राज\N_NN -\RD_PUNC पाट\N_NN मयनावतिये\N_NNP के\PSP हो\V_VM गेल\V_VAUX हल\V_VAUX ।\RD_PUNC
msd869	जब\PR_PRL राजा\N_NN के\PSP दमाद\N_NN (\RD_SYM मयनावती\N_NNP )\RD_SYM राजगद्दी\N_NN पर\PSP बइठल\V_VM तो\PR_PRL परजा\N_NN के\PSP बोला\V_VM के\V_VAUX सब\QT_QTF मलगुजारी\N_NN माफ\N_NN कर\V_VM देलक\V_VAUX ।\RD_PUNC
msd87	भगवान\N_NN मुँड़ी\N_NN काट\V_VM के\V_VAUX लावेला\V_VAUX आज्ञा\N_NN दे\V_VM देलन\V_VAUX ।\RD_PUNC
msd870	एकरा\DM_DMD बाद\PSP जब\PR_PRL कुछ\QT_QTF दिन\N_NN बीतल\V_VM तो\PR_PRL राजा\N_NN फिनो\CC_CCD सब\QT_QTF परजा\N_NN के\PSP बोलौलन\V_VM कि\CC_CCS सब\QT_QTF लोग\N_NN अप्पन\PR_PRP -\RD_PUNC अप्पन\PR_PRP बैल\N_NN -\RD_PUNC गोरू\N_NN आउ\CC_CCD सब\QT_QTF कुछ\QT_QTF के\PSP गिनती\N_NN करा\V_VM लऽ\V_VAUX ।\RD_PUNC
msd871	सबे\QT_QTF अप्पन\PR_PRP -\RD_PUNC अप्पन\PR_PRP जनावर\N_NN के\PSP गिनती\N_NN करा\V_VM लेलन\V_VAUX तब\PR_PRL सब\QT_QTF कहलन\V_VM कि\CC_CCS पनेरनिया\N_NN अपन\PR_PRP जनावर\N_NN के\PSP गिनती\N_NN न\RP_NEG करौलक\V_VM हे\V_VAUX ।\RD_PUNC
msd872	पनेरनिया\N_NN के\PSP बोलावल\V_VM गेल\V_VAUX ।\RD_PUNC
msd873	पनेरिन\N_NN अपन\PR_PRP भेंड़ा\N_NN के\PSP साथे\PSP आयल\V_VM तो\PR_PRL राजा\N_NN के\PSP दमाद\N_NN कहलन\V_VM -\RD_PUNC अगे\RP_INJ पनेरिन\N_NN ,\RD_PUNC जल्दी\RB से\PSP ई\DM_DMI भेंड़ा\N_NN के\PSP अदमी\N_NN बनावऽ\V_VM न\RP_NEG तो\PR_PRL हम\PR_PRP जान\N_NN से\PSP मार\V_VM देबऊ\V_VAUX ।\RD_PUNC
msd874	डरे\N_NN पनेरिन\N_NN भेंड़ा\N_NN से\PSP अदमी\N_NN बना\V_VM देलक\V_VAUX ।\RD_PUNC
msd875	एकरा\DM_DMD बाद\PSP पनेरिन\N_NN के\PSP गड़हा\N_NN भरवा\V_VM देलन\V_VAUX आउ\CC_CCD राजा\N_NN से\PSP सबहे\QT_QTF हाल\N_NN कहलन\V_VM ।\RD_PUNC
msd876	एकरा\DM_DMD बाद\PSP राजा\N_NN (\RD_SYM मयनावती\N_NNP )\RD_SYM अप्पन\PR_PRP ससुर\N_NN से\PSP कहलन\V_VM कि\CC_CCS हम\PR_PRP अप्पन\PR_PRP देस\N_NN से\PSP लौट\V_VM के\V_VAUX आयब\V_VAUX तो\V_VAUX रोसगदी\N_NN करा\V_VM के\PSP ले\V_VAUX जायब\V_VAUX ।\RD_PUNC
msd877	राजा\N_NN हुकुम\N_NN दे\V_VM देलन\V_VAUX ।\RD_PUNC
msd878	एकरा\DM_DMD बाद\PSP मयनावती\N_NNP आउ\CC_CCD उनकर\PR_PRP मरदाना\N_NN (\RD_SYM राजा\N_NN )\RD_SYM दूनो\QT_QTC घोड़ा\N_NN पर\PSP चढ़के\V_VM चललन\V_VAUX ।\RD_PUNC
msd879	दूनो\QT_QTC के\PSP जाइत\V_VM -\RD_PUNC जाइत\V_VM एक\QT_QTC जगुन\N_NN साँझ\N_NN हो\V_VM गेल\V_VAUX तो\PR_PRL अनजाने\N_NN में\PSP एगो\QT_QTC ठग\N_NN ही\RP_RPD ठहर\V_VM गेलन\V_VAUX ।\RD_PUNC
msd88	दैत्य\N_NN आउ\CC_CCD रानी\N_NN खटिया\N_NN पर\PSP बइठलन\V_VM ।\RD_PUNC
msd880	घर\N_NN में\PSP सास\N_NN ,\RD_PUNC पतोह\N_NN आउ\CC_CCD बेटी\N_NN हलन\V_VM ,\RD_PUNC ठग\N_NN कहीं\N_NN ठगी\N_NN करे\V_VM चल\V_VAUX गेलन\V_VAUX हल\V_VAUX ।\RD_PUNC
msd881	रात\N_NN में\PSP राजा\N_NN -\RD_PUNC रानी\N_NN के\PSP खुब\JJ सोआगत\N_NN कैल\V_VM गेल\V_VAUX बाकि\CC_CCD सुते\V_VM ला\PSP अलगे\N_NN -\RD_PUNC अलगे\N_NN कोठरी\N_NN देल\V_VM गेल\V_VAUX ।\RD_PUNC
msd882	जब\PR_PRL आधा\QT_QTO रात\N_NN भेल\V_VM तब\PR_PRL ठग\N_NN के\PSP बेटी\N_NN तलवार\N_NN लेके\V_VM राजा\N_NN के\PSP कोठरी\N_NN में\PSP घुसल\V_VM आउ\CC_CCD छाती\N_NN पर\PSP चढ़\V_VM के\V_VAUX जान\N_NN से\PSP मारे\V_VM लागि\PSP तइयार\N_NN हो\V_VM गेल\V_VAUX ।\RD_PUNC
msd883	राजा\N_NN ठग\N_NN के\PSP बेटी\N_NN के\PSP फुसलावे\V_VM लगलन\V_VAUX ।\RD_PUNC
msd884	मनावइत\V_VM -\RD_PUNC फुसलावइत\V_VM जब\PR_PRL ऊ\PR_PRP मान\N_NN गेल\V_VM तो\PR_PRL ठग\N_NN के\PSP बेटी\N_NN कहलक\V_VM -\RD_PUNC हमर\PR_PRP बाप\N_NN -\RD_PUNC भाई\N_NN के\PSP दूगो\QT_QTC साँढ़िनी\N_NN हेय\V_VM ।\RD_PUNC
msd885	एगो\QT_QTC अस्सी\QT_QTC कोस\N_NN भागऽ\V_VM हे\V_VAUX आउ\CC_CCD एगो\QT_QTC साठ\QT_QTC कोस\N_NN भागेओली\N_NN हे\V_VM ।\RD_PUNC
msd886	जाके\V_VM खोल\V_VAUX के\V_VAUX ले\V_VAUX आवऽ\V_VAUX ।\RD_PUNC
msd887	हमनी\PR_PRP तीनो\QT_QTC इहाँ\DM_DMD से\PSP भागऽ\V_VM चलब\V_VAUX ।\RD_PUNC
msd888	राजा\N_NN साँढ़नी\N_NN के\PSP पास\N_NST गेलन\V_VM तो\PR_PRL चिन्हे\N_NN में\PSP ना\RP_NEG आयल\V_VM आउ\CC_CCD साठ\QT_QTC कोस\N_NN चलेओली\N_NN साँढ़नी\N_NN के\PSP खोल\V_VM के\V_VAUX लवलन\V_VAUX ।\RD_PUNC
msd889	ओही\DM_DMD साँढ़नी\N_NN पर\PSP तीनो\QT_QTC चढ़के\V_VM भाग\V_VAUX चललन\V_VAUX ।\RD_PUNC
msd89	वजीर\N_NN भी\RP_RPD नीचे\N_NN आ\V_VM घुसल\V_VAUX ।\RD_PUNC
msd890	जब\PR_PRL ठग\N_NN लोग\N_NN अयलन\V_VM तो\PR_PRL सास\N_NN -\RD_PUNC पुतोह\N_NN कहलन\V_VM कि\CC_CCS दूगो\QT_QTC अइसन\RP_RPD मोसाफिर\N_NN आयल\V_VM हल\V_VAUX जेकरा\PR_PRL से\PSP हमनी\PR_PRP बइठल\V_VM खइती\V_VAUX हल\V_VAUX ।\RD_PUNC
